1,Modified Revolvers,Modified rifle,Reason,Shotgun,State1,Age Of Shooter,Case,Date,Fatalities,Gender,Injured,Latitude,Location 1,Location,Longitude,Mental Health Details,Mental Health Sources,modified handgun weapon,Prior Signs Mental Health Issues,Race,Sources,Sources Additional Age,Summary,Total Victims,Type,Weapon Details,Weapon Type,Weapons Obtained Legally,Where Obtained,Year
1,FALSE,Rifle,anger,FALSE,Wisconsin,20,Crandon shooting,10-Jul-07,6,Male,1,45.5719072,Other,Crandon,-88.9028922,The families of victims filed a wrongful death lawsuit against the county arguing that the police department should have evaluated the gunman's mental health before hiring him.,http://www.rivernewsonline.com/main.asp?SectionID=6&SubSectionID=47&ArticleID=368,FALSE,Unclear,White,"http://www.rivernewsonline.com/main.asp?SectionID=6&SubSectionID=47&ArticleID=368; http://news.google.com/newspapers?id=O-MqAAAAIBAJ&sjid=u0UEAAAAIBAJ&pg=6724,5434155&dq=crandon+shooting&hl=en","http://www.rivernewsonline.com/main.asp?SectionID=6&SubSectionID=47&ArticleID=368; http://news.google.com/newspapers?id=O-MqAAAAIBAJ&sjid=u0UEAAAAIBAJ&pg=6724,5434155&dq=crandon+shooting&hl=en","Off-duty sheriff's deputy Tyler Peterson, 20, opened fire inside an apartment after an argument at a homecoming party. He fled the scene and later committed suicide.",7,Mass,AR-15 SWAT semiautomatic rifle,Rifle,Yes,Issued by Forest County Sheriff's Department,2007
1,FALSE,FALSE,religious radicalism,FALSE,Virginia,23,Virginia Tech massacre,16-Apr-07,32,Male,23,37.2295733,School,Blacksburg,-80.4139393,"A district court ruled Cho was ""an imminent danger"" to himself and others as a result of mental illness two years earlier, and directed Cho to seek treatment. ",http://abcnews.go.com/US/story?id=3052278&page=1,TRUE,Yes,Asian,http://www.nytimes.com/2007/04/24/us/24virginia.html; http://www.thestandard.com.hk/news_detail.asp?we_cat=9&art_id=42489&sid=13196711&con_type=1&d_str=20070419&fc=10; http://smartgunlaws.org/mental-health-reporting-policy-summary/,http://www.nytimes.com/2007/04/24/us/24virginia.html; http://www.thestandard.com.hk/news_detail.asp?we_cat=9&art_id=42489&sid=13196711&con_type=1&d_str=20070419&fc=10; http://smartgunlaws.org/mental-health-reporting-policy-summary/,"Virginia Tech student Seung-Hui Cho, 23, opened fire on his school's campus before committing suicide.",55,Mass,"9mm Glock 19, .22-caliber Walther P22 semiautomatic handguns",semiautomatic handgun,Yes,"Purchased variously online and from Roanoke Firearms in Roanoke, Va.",2007
1, Revolvers,FALSE,religious radicalism,TRUE,Utah,18,Trolley Square shooting,02-Dec-07,6,Male,4,40.7606467,Other,Salt Lake City,-111.89109,"According to one relative, he was violent and had the mental capacity of a child. (But accounts from others did not indicate this about the shooter.)",http://www.deseretnews.com/article/660205647/Ex-relative-calls-Talovic-vicious-troubled.html?pg=all,FALSE,Unclear,White,http://www.deseretnews.com/article/660205647/Ex-relative-calls-Talovic-vicious-troubled.html?pg=all; http://www.cbsnews.com/stories/2007/02/15/national/main2480419.shtml; http://www.cbsnews.com/8301-201_162-2823327.html,http://www.deseretnews.com/article/660205647/Ex-relative-calls-Talovic-vicious-troubled.html?pg=all; http://www.cbsnews.com/stories/2007/02/15/national/main2480419.shtml; http://www.cbsnews.com/8301-201_162-2823327.html,"Sulejman TaloviÄ‡Â‡, 18, rampaged through the shopping center until he was shot dead by police.",10,Mass,Mossberg Maverick 88 Field shotgun; .38-caliber Smith & Wesson M36 revolver,revolver & shotgun,TBD,"Purchased variously from Sportsman's Fast Cash in West Valley City, Utah and individuals ",2007
1,FALSE,Rifle,Girlfriend/Military pressure,TRUE,Pennsylvania,32,Amish school shooting,10-Feb-06,6,Male,5,39.9589,School,Lancaster County,-76.0806,He told his wife that he'd molested two young relatives 20 years ago.,http://www.cnn.com/2006/US/10/03/amish.shooting/index.html,TRUE,No,White,"http://news.google.com/newspapers?id=O8oyAAAAIBAJ&sjid=YSUEAAAAIBAJ&pg=6143,1260138&dq=charles+carl+roberts+mentally+ill&hl=en;http://www.msnbc.msn.com/id/15105305/ns/us_news-crime_and_courts/t/th-girl-dies-after-amish-schoolhouse-shooting/#.UFD4SxhgspQ; http://www.foxnews.com/story/0,2933,217170,00.html","http://news.google.com/newspapers?id=O8oyAAAAIBAJ&sjid=YSUEAAAAIBAJ&pg=6143,1260138&dq=charles+carl+roberts+mentally+ill&hl=en;http://www.msnbc.msn.com/id/15105305/ns/us_news-crime_and_courts/t/th-girl-dies-after-amish-schoolhouse-shooting/#.UFD4SxhgspQ; http://www.foxnews.com/story/0,2933,217170,00.html","Charles Carl Roberts, 32, shot 10 young girls in a one-room schoolhouse in Bart Township, killing 5, before taking his own life.",11,Mass,Springfield semiautomatic handgun; .30-06 Ruger bolt-action rifle; 12-gauge Browning pump-action shotgun,"semiautomatic handgun, rifle & shotgun",Yes,"Local stores in Nickel Mines, Penn. ",2006
1,FALSE,Rifle,Job,TRUE,Washington,28,Capitol Hill massacre,25-Mar-06,7,Male,2,47.6229,Other,Seattle,-122.3165,Police were unable to find any record that he had been treated for mental illness or was on psychiatric medication.,http://seattletimes.com/html/localnews/2002898900_huff30m.html,TRUE,No,White,http://seattletimes.com/html/localnews/2002892043_shooter27m.html; http://seattletimes.com/html/localnews/2002898900_huff30m.html,http://seattletimes.com/html/localnews/2002892043_shooter27m.html; http://seattletimes.com/html/localnews/2002898900_huff30m.html,"Kyle Aaron Huff, 28, opened fire at a rave afterparty in the Capitol Hill neighborhood of Seattle before committing suicide.",9,Mass,".40-caliber Ruger, one other semiautomatic handgun; Bushmaster XM15 E2S semiautomatic rifle; 12-gauge Winchester Defender pump-action shotgun with extended tube and pistol grip"," semiautomatic handguns, rifle  & shotgun",Yes,"Various sporting goods stores in Kalispell, Mont.",2006
1,FALSE,FALSE,Girlfriend/Military pressure,FALSE,California,44,Goleta postal shootings,30-Jan-06,8,Female,0,34.425571,Workplace,Goleta,-119.866069,She was placed on retirement disability for psychological reasons. Fellow employees described her behavior as increasingly bizarre. She believed the Postal Service employees were conspiring against her.,http://www.msnbc.msn.com/id/11167920/ns/us_news-crime_and_courts/t/postal-killer-believed-she-was-target-plot/#.UNyN5cXhe75,TRUE,Yes,White,http://www.msnbc.msn.com/id/11167920/ns/us_news-crime_and_courts/t/postal-killer-believed-she-was-target-plot/#.UIxy7kzLwTE; http://www.cbsnews.com/stories/2006/02/02/national/main1272077.shtml;,http://www.msnbc.msn.com/id/11167920/ns/us_news-crime_and_courts/t/postal-killer-believed-she-was-target-plot/#.UIxy7kzLwTE; http://www.cbsnews.com/stories/2006/02/02/national/main1272077.shtml;,"Former postal worker Jennifer Sanmarco, 44, shot dead a former neighbor then drove to the mail processing plant where she used to work. Inside, she opened fire, killing six employees before committing suicide.",8,Mass,9mm Smith & Wesson 915 semiautomatic handgun,semiautomatic handgun,Yes,"Pawn shops in Grants and Gallup, N.M.",2006
1,FALSE,FALSE,Job,TRUE,Minnesota,16,Red Lake massacre,21-Mar-05,10,Male,5,47.876346,School,Red Lake,-95.0169401,He voluntarily visited a a psychiatric ward. He was hospitalized at least once for suicidal tendencies and was taking Prozac.,http://www.cbsnews.com/stories/2005/03/24/national/main682915.shtml?source=search_story,TRUE,Yes,Native American,"http://news.google.com/newspapers?id=c4dIAAAAIBAJ&sjid=_XEDAAAAIBAJ&pg=5163,1527281&dq=jeffrey+weise+mental+ill&hl=en; http://www.cbsnews.com/stories/2005/03/24/national/main682915.shtml?source=search_story; http://www.usnews.com/usnews/news/articles/050404/4redlake.htm; http://www.foxnews.com/story/0,2933,151116,00.html","http://news.google.com/newspapers?id=c4dIAAAAIBAJ&sjid=_XEDAAAAIBAJ&pg=5163,1527281&dq=jeffrey+weise+mental+ill&hl=en; http://www.cbsnews.com/stories/2005/03/24/national/main682915.shtml?source=search_story; http://www.usnews.com/usnews/news/articles/050404/4redlake.htm; http://www.foxnews.com/story/0,2933,151116,00.html","Jeffrey Weise, 16, murdered his grandfather, who was a police officer, and grandfather's girlfriend. Weise then drove his grandfather's squad car to Red Lake Senior High School and opened fire on the reservation campus, killing another seven people before committing suicide.",15,Mass,".40-caliber Glock 23, .22-caliber Ruger semiautomatic handguns; 12-gauge Remington 870 shotgun",semiautomatic handgun & shotgun,No,Glock and Remington stolen from grandfather,2005
1,FALSE,FALSE,Job,FALSE,Wisconsin,44,Living Church of God shooting,03-Dec-05,7,Male,4,43.0605671,Religious,Brookfield,-88.1064787,Neighbors said he suffered from depression and had a drinking problem.,http://www.cbsnews.com/2100-201_162-679761.html,TRUE,Yes,White,"http://www.cbsnews.com/2100-201_162-679761.html; http://www.foxnews.com/story/0,2933,150255,00.html; http://www.msnbc.msn.com/id/7167861/ns/us_news-crime_and_courts/t/relatives-struggle-answers-after-shooting/#.UN3Scko6JT4","http://www.cbsnews.com/2100-201_162-679761.html; http://www.foxnews.com/story/0,2933,150255,00.html; http://www.msnbc.msn.com/id/7167861/ns/us_news-crime_and_courts/t/relatives-struggle-answers-after-shooting/#.UN3Scko6JT4","Living Church of God member Terry Michael Ratzmann, 44, opened fire at a church meeting at a Sheraton hotel before committing suicide.",11,Spree,9mm Beretta semiautomatic handgun,semiautomatic handgun,Yes,"Gun dealer in Waukesha, Wis.",2005
1,FALSE,FALSE,Anger,FALSE,Ohio,25,Damageplan show shooting,12-Aug-04,5,Male,7,39.9622601,Other,Columbus,-83.0007065,He was discharged from the military because he was a paranoid schizophrenic.,http://www.cbsnews.com/2100-201_162-659983.html,TRUE,Yes,White,http://www.cbsnews.com/2100-201_162-659983.html; http://www.knac.com/article.asp?ArticleID=3417; http://www.blabbermouth.net/news.aspx?mode=Article&newsitemID=86362,http://www.cbsnews.com/2100-201_162-659983.html; http://www.knac.com/article.asp?ArticleID=3417; http://www.blabbermouth.net/news.aspx?mode=Article&newsitemID=86362,"Nathan Gale, 25, possibly upset about the breakup of Pantera, gunned down former Pantera guitarist Dimebag Darrell and three others at a Damageplan show before a police officer fatally shot Gale.",12,Mass,9mm Beretta 92FS semiautomatic handgun,semiautomatic handgun,Yes,Received as a gift from mother,2004
1,FALSE,Rifle,Psychic,TRUE,Mississippi,48,Lockheed Martin shooting,07-Aug-03,7,Male,8,32.410842,Workplace,Meridian,-88.634539,"His cousin said he was depressed and ""going through a lot of things.""",http://usatoday30.usatoday.com/news/nation/2003-07-08-miss-shooting-main_x.htm,TRUE,Yes,White,http://usatoday30.usatoday.com/news/nation/2003-07-08-miss-shooting-main_x.htm; http://www.nytimes.com/2003/07/09/us/man-kills-5-co-workers-at-plant-and-himself.html; http://www.nytimes.com/2003/07/16/us/national-briefing-south-mississippi-death-toll-rises-in-plant-shooting.html,http://usatoday30.usatoday.com/news/nation/2003-07-08-miss-shooting-main_x.htm; http://www.nytimes.com/2003/07/09/us/man-kills-5-co-workers-at-plant-and-himself.html; http://www.nytimes.com/2003/07/16/us/national-briefing-south-mississippi-death-toll-rises-in-plant-shooting.html,"Assembly line worker Douglas Williams, 48, opened fire at his Lockheed Martin workplace in a racially motivated attack before committing suicide.",15,Mass,".45-caliber Ruger P90 semiautomatic handgun; .22-caliber rifle with scope, .223-caliber Ruger Mini-14 rifle; 12-gauge Winchester 1300 shotgun; .22 Magnum derringer"," semiautomatic handgun, two rifles, one derringer, one shotgun",Yes,Purchased from an individual,2003
1, Revolvers,Rifle,Girlfriend/Military pressure,TRUE,Illinois,66,Navistar shooting,02-May-01,5,Male,4,41.908163,Workplace,Melrose Park,-87.879908,"He had a criminal past, including a sexual assault conviction.",http://articles.chicagotribune.com/2001-02-07/news/0102070122_1_navistar-gun-law-hunting-rifle,FALSE,No,Black,http://articles.chicagotribune.com/2001-02-07/news/0102070122_1_navistar-gun-law-hunting-rifle; http://www.vpc.org/studies/wgun010205.htm,http://articles.chicagotribune.com/2001-02-07/news/0102070122_1_navistar-gun-law-hunting-rifle; http://www.vpc.org/studies/wgun010205.htm,"Fired employee William D. Baker, 66, opened fire at his former Navistar workplace before committing suicide.",9,Mass,"SKS 1954R, .30-caliber Winchester rifles; 12-gauge Remington pump-action shotgun; .38-caliber revolver"," rifle, revolver & shotgun",Yes,"Some purchased from Pepper Sports in Glen Ellyn, Ill. ",2001
1,FALSE,Rifle,Girlfriend/Military pressure,TRUE,Massachusetts,42,Wakefield massacre,26-Dec-00,7,Male,0,42.500429,Workplace,Wakefield,-71.075913,"Psychiatrist guessed he had schizophrenia, but McDermott had researched how to fake a mental illness on the internet. Defense lawyer described history of suicide attempts and mental illness dating back to teen years. Jury rejected his insanity defense. ",http://articles.cnn.com/2002-04-22/justice/ctv.mcdermott.trial_1_michael-mcdermott-jury-deliberates-fate-mental-illness?_s=PM:LAW; http://www.boston.com/news/daily/24/mcdermott_verdict.htm,TRUE,Yes,White,"http://www.time.com/time/magazine/article/0,9171,93313,00.html; http://articles.cnn.com/2002-04-22/justice/ctv.mcdermott.trial_1_michael-mcdermott-jury-deliberates-fate-mental-illness?_s=PM:LAW; http://www.nytimes.com/2000/12/27/us/7-die-in-rampage-at-company-co-worker-of-victims-arrested.html; http://www.vpc.org/studies/wgun001226.htm","http://www.time.com/time/magazine/article/0,9171,93313,00.html; http://articles.cnn.com/2002-04-22/justice/ctv.mcdermott.trial_1_michael-mcdermott-jury-deliberates-fate-mental-illness?_s=PM:LAW; http://www.nytimes.com/2000/12/27/us/7-die-in-rampage-at-company-co-worker-of-victims-arrested.html; http://www.vpc.org/studies/wgun001226.htm","Michael McDermott, 42, opened fire on co-workers at Edgewater Technology and was later arrested.",7,Mass,.32-caliber Retolaza semiautomatic handgun; AK-47 variant semiautomatic rifle; 12-gauge Winchester 1300 pump-action shotgun,"semiautomatic handgun, rifle & shotgun",Yes,Unknown,2000
1, Revolvers,FALSE,Girlfriend/Military pressure,FALSE,Florida,36,Hotel shooting,30-Dec-99,5,Male,3,27.966479,Workplace,Tampa,-82.570586,"His brother called him ""unbalanced"" and mentally ill.",http://www.sptimes.com/News/123000/news_pf/TampaBay/A_year_later__the_str.shtml,TRUE,Yes,Latino,"http://www.sptimes.com/News/123000/news_pf/TampaBay/A_year_later__the_str.shtml; http://www.vpc.org/studies/wgun991230.htm; http://news.google.com/newspapers?id=CSUdAAAAIBAJ&sjid=ZaYEAAAAIBAJ&pg=2043,2634069&dq=silvio+leyva+shooting&hl=en","http://www.sptimes.com/News/123000/news_pf/TampaBay/A_year_later__the_str.shtml; http://www.vpc.org/studies/wgun991230.htm; http://news.google.com/newspapers?id=CSUdAAAAIBAJ&sjid=ZaYEAAAAIBAJ&pg=2043,2634069&dq=silvio+leyva+shooting&hl=en","Hotel employee Silvio Leyva, 36, gunned down four coworkers at the Radisson Bay Harbor Inn before killing a woman outside who refused to give him her car. He was arrested shortly after the shootings.",8,Spree,9mm Lorcin semiautomatic handgun; .38-caliber Charter Arms revolver,semiautomatic handgun & revolver,Yes,"One purchased from Big E's in Tampa, Fla.",1999
1,FALSE,FALSE,Girlfriend/Military pressure,FALSE,Hawaii,40,Xerox killings,11-Feb-99,7,Male,0,21.320063,Workplace,Honolulu,-157.876462," A psychiatrist, testifying for the prosecution,said he suffered from schizophrenia.",http://archives.starbulletin.com/2000/06/02/news/story2.html,TRUE,Yes,Asian,http://archives.starbulletin.com/2000/06/02/news/story2.html; http://www.vpc.org/studies/wgun991102.htm,http://archives.starbulletin.com/2000/06/02/news/story2.html; http://www.vpc.org/studies/wgun991102.htm,"Byran Koji Uyesugi, 40, a Xerox service technician, opened fire inside the building with a 9mm Glock. He fled and was later apprehended by police.",7,Spree,9mm Glock 17 semiautomatic handgun,semiautomatic handgun,Yes,"Hunting Supplies of Hawaii (The Armory) in Honolulu, Hawaii",1999
1,FALSE,FALSE,Job,FALSE,Texas,47,Wedgwood Baptist Church shooting,15-Sep-99,8,Male,7,32.664511,Religious,Fort Worth,-97.384246,His siblings decribed him as a paranoid schizophrenic.,http://www.nytimes.com/1999/09/18/us/death-in-a-church-the-overview-with-question-of-why-unanswered-fort-worth-mourns.html,TRUE,Yes,White,http://www.nytimes.com/1999/09/20/us/fort-worth-remembers-those-killed-at-church.html?pagewanted=all&src=pm; http://www.nytimes.com/1999/09/18/us/death-in-a-church-the-overview-with-question-of-why-unanswered-fort-worth-mourns.html; http://www.vpc.org/studies/wgun990915.htm,http://www.nytimes.com/1999/09/20/us/fort-worth-remembers-those-killed-at-church.html?pagewanted=all&src=pm; http://www.nytimes.com/1999/09/18/us/death-in-a-church-the-overview-with-question-of-why-unanswered-fort-worth-mourns.html; http://www.vpc.org/studies/wgun990915.htm,"Larry Gene Ashbrook, 47, opened fire inside the Wedgwood Baptist Church during a prayer rally before committing suicide.",15,Mass,".380-caliber, 9mm Ruger P85 semiautomatic handguns",semiautomatic handgun,Yes,"Trader's Village flea market in Grand Prairie, Texas",1999
1, Revolvers,FALSE,Girlfriend/Military pressure,FALSE,Georgia,44,Atlanta day trading spree killings,29-Jul-99,9,Male,13,33.850116,Workplace,Atlanta,-84.377839,"In letters, he details his deep depression and downward spiral. ",http://www.independent.co.uk/news/i-dont-plan-to-live-much-longer-just-long-enough-to-kill-the-people-that-greedily-sought-my-destruction-1109610.html,TRUE,Yes,White,http://www.independent.co.uk/news/i-dont-plan-to-live-much-longer-just-long-enough-to-kill-the-people-that-greedily-sought-my-destruction-1109610.html; http://articles.cnn.com/1999-07-30/us/9907_30_atlanta.shooting.06_1_gladys-barton-debra-spivey-barton-note?_s=PM:US; http://www.vpc.org/studies/wgun990729.htm,http://www.independent.co.uk/news/i-dont-plan-to-live-much-longer-just-long-enough-to-kill-the-people-that-greedily-sought-my-destruction-1109610.html; http://articles.cnn.com/1999-07-30/us/9907_30_atlanta.shooting.06_1_gladys-barton-debra-spivey-barton-note?_s=PM:US; http://www.vpc.org/studies/wgun990729.htm,"Day trader Mark O. Barton, 44, who had recently lost a substantial sum of money, went on a shooting spree through two day-trading firms. He started at the All-Tech Investment Group, where he worked, then went on to Momentum Securities. He fled and hours later, after being cornered by police outside a gas station, committed suicide. (Two days before the spree, he killed his wife and two children with a hammer.)",22,Mass,".45-caliber Colt 1911-A1, 9mm Glock 17, .25-caliber Raven Arms MP-25 semiautomatic handguns; .22-caliber Harrington & Richardson revolver",semiautomatic handgun & revolver,Yes,"Glock purchased from gun store in Warner Robins, Ga. ",1999
1,FALSE,Rifle,Job,TRUE,Colorado,17,Columbine High School massacre,20-Apr-99,13,Male,24,39.604034,School,Littleton,-105.074103,Harris was an alleged psychopath; Klebold was depressed and suicidal.,http://www.slate.com/articles/news_and_politics/assessment/2004/04/the_depressive_and_the_psychopath.html,TRUE,Yes,White,http://www.usatoday.com/news/nation/2009-04-13-columbine-myths_N.htm; http://www.vpc.org/studies/wgun990420.htm; http://www.slate.com/articles/news_and_politics/assessment/2004/04/the_depressive_and_the_psychopath.html,http://www.usatoday.com/news/nation/2009-04-13-columbine-myths_N.htm; http://www.vpc.org/studies/wgun990420.htm; http://www.slate.com/articles/news_and_politics/assessment/2004/04/the_depressive_and_the_psychopath.html,"Eric Harris, 18, and Dylan Klebold, 17, opened fire throughout Columbine High School before committing suicide.",37,Mass,"9mm Intratec DC-9 semiautomatic handgun; 9mm Hi-Point 995 carbine rifle; 12-gauge sawed-off Savage Stevens 311D, 12-gauge sawed-off Savage Springfield 67H pump-action shotguns"," semiautomatic handgun, rifle & shotgun",No,"Purchased variously at Tanner Gun Show in Denver, Colo. and from an individual",1999
1,FALSE,Rifle,Job,FALSE,Oregon,15,Thurston High School shooting,21-May-98,4,Male,25,44.0462362,School,Springfield,-123.0220289,Doctors testified that he was a paranoid schizophrenic who suffered from hallucinations,http://articles.cnn.com/2000-01-21/us/kinkel.revisited_1_kip-kinkel-thurston-high-school-oregon-school-shooting?_s=PM:US,TRUE,Yes,White,http://www.katu.com/news/local/8082147.html; http://www.pbs.org/wgbh/pages/frontline/shows/kinkel/kip/cron.html; http://www.oregonlive.com/special/index.ssf/2008/05/the_suspect_kipland_kinkels_da.html; http://articles.cnn.com/2000-01-21/us/kinkel.revisited_1_kip-kinkel-thurston-high-school-oregon-school-shooting?_s=PM:US,http://www.katu.com/news/local/8082147.html; http://www.pbs.org/wgbh/pages/frontline/shows/kinkel/kip/cron.html; http://www.oregonlive.com/special/index.ssf/2008/05/the_suspect_kipland_kinkels_da.html; http://articles.cnn.com/2000-01-21/us/kinkel.revisited_1_kip-kinkel-thurston-high-school-oregon-school-shooting?_s=PM:US,"After he was expelled for having a gun in his locker, Kipland P. Kinkel, 15, a freshman at Thurston High, went on a shooting spree, killing his parents at home and two students at school. Five classmates wrestled Kipland to the ground before he was arrested.   ",29,Mass,"9mm Glock, .22-caliber Ruger semiautomatic handguns, .22-caliber Ruger rifle",semiautomatic handgun & rifle,No,"Purchased variously from friend and father, and stolen from father",1998
1, Revolvers,Rifle,Psychic,FALSE,Arkansas,11,Westside Middle School killings,24-Mar-98,5,Male,10,35.8209895,School,Jonesboro,-90.6682606,Boys displayed unruly and aggressive behavior. They picked on kids and made threats about killing people.,http://www.nytimes.com/1998/03/29/us/from-wild-talk-and-friendship-to-five-deaths-in-a-schoolyard.html?sec=&spon=&pagewanted=all,TRUE,No,White,http://www.vpc.org/studies/wgun980324.htm,http://www.vpc.org/studies/wgun980324.htm; https://www.nytimes.com/1998/04/18/us/jonesboro-dazed-by-its-darkest-day.html,"Mitchell Scott Johnson, 13, and Andrew Douglas Golden, 11, two juveniles, ambushed students and teachers as they left the school; they were apprehended by police at the scene.",15,Mass,"FIE 380, .380-caliber Star semiautomatic handguns; .44 Magnum Ruger, .30-06 Remington 742, .30-caliber Universal M-1 carbine replica rifles; .38-caliber Charter Arms, .357-caliber Ruger Security Six, .38-caliber Smith & Wesson revolvers; .22-caliber Double Deuce Buddie two-shot, .38-caliber Davis Industries two-shot derringers","semiautomatic handgun, rifle, revolver & derringer",No,Stolen from grandfather and father,1998
1,FALSE,FALSE,Job,FALSE,Connecticut,35,Connecticut Lottery shooting,03-Jun-98,5,Male,1,41.6856325,Workplace,Newington,-72.72983827,He had been hospitalized for psychiatric reasons and had a history of depression,http://www.nytimes.com/2000/04/11/us/hole-in-gun-control-law-lets-mentally-ill-through.html?pagewanted=all&src=pm,TRUE,Yes,White,http://www.nytimes.com/1998/03/07/nyregion/rampage-connecticut-overview-connecticut-lottery-worker-kills-4-bosses-then.html?pagewanted=all&src=pm; http://www.nytimes.com/2000/04/11/us/hole-in-gun-control-law-lets-mentally-ill-through.html?pagewanted=all&src=pm,http://www.nytimes.com/1998/03/07/nyregion/rampage-connecticut-overview-connecticut-lottery-worker-kills-4-bosses-then.html?pagewanted=all&src=pm; http://www.nytimes.com/2000/04/11/us/hole-in-gun-control-law-lets-mentally-ill-through.html?pagewanted=all&src=pm,"Lottery worker Matthew Beck, 35, gunned down four bosses over a salary dispute before committing suicide.",6,Mass,9mm semiautomatic handgun,semiautomatic handgun,Yes,Unknown,1998
1,FALSE,Rifle,Girlfriend/Military pressure,FALSE,California,41,Caltrans maintenance yard shooting,18-Dec-97,5,Male,2,33.7877944,Workplace,Orange,-117.8531119,He was disgruntled after being fired.,http://articles.latimes.com/1997/dec/20/news/mn-431,FALSE,No,Latino,"http://articles.latimes.com/1997/dec/20/news/mn-431; http://articles.latimes.com/1997/dec/22/local/me-1156; http://www.vpc.org/studies/wgun971218.htm; http://news.google.com/newspapers?id=DitZAAAAIBAJ&sjid=LEcNAAAAIBAJ&pg=6705,2243998&dq=arturo+reyes+torres+caltrans&hl=en","http://articles.latimes.com/1997/dec/20/news/mn-431; http://articles.latimes.com/1997/dec/22/local/me-1156; http://www.vpc.org/studies/wgun971218.htm; http://news.google.com/newspapers?id=DitZAAAAIBAJ&sjid=LEcNAAAAIBAJ&pg=6705,2243998&dq=arturo+reyes+torres+caltrans&hl=en","Former Caltrans employee Arturo Reyes Torres, 41, opened fire at a maintenance yard after he was fired for allegedly selling government materials he'd stolen from work. He was shot dead by police.",7,Spree,7.62mm AK-47 Chinese variant semiautomatic rifle,Rifle,Yes,"B&B Gun Sales in Orange County, Calif.",1997
1,FALSE,FALSE,Job,FALSE,South Carolina,43,R.E. Phelon Company shooting,15-Sep-97,4,Male,3,33.5598586,Workplace,Aiken,-81.721952,"An ex-con, he had been freed from prison, although he displayed violent tendencies.",http://chronicle.augusta.com/stories/1997/09/18/met_214833.shtml,TRUE,No,Black,http://www.vpc.org/studies/wgun970915.htm; http://chronicle.augusta.com/stories/1997/09/18/met_214833.shtml,http://www.vpc.org/studies/wgun970915.htm; http://chronicle.augusta.com/stories/1997/09/18/met_214833.shtml,"Ex-con Hastings Arthur Wise, 43, opened fire at the R.E. Phelon Company in retaliation for being fired after an argument with a supervisor. He attempted suicide by ingesting insecticide, failed, and was executed by the state of South Carolina eight years later.",7,Mass,9mm semiautomatic handgun,semiautomatic handgun,No,Unknown,1997
1, Revolvers,FALSE,yeaiootingoridane sorstn osi,FALSE,Florida,41,Fort Lauderdale revenge shooting,02-Sep-96,6,Male,1,26.119269,Workplace,Fort Lauderdale,-80.104119,"Co-workers complained about his threats and verbal abuse. His supervisors asked him to get a psychiatric evaluation. He lost his job, which relatives said drove his depression.",http://articles.sun-sentinel.com/1996-02-11/news/9602110026_1_beach-crew-maintenance-fort-lauderdale,TRUE,Yes,Black,http://www.nytimes.com/1996/02/11/us/florida-killer-said-victims-were-racists-police-say.html; http://articles.sun-sentinel.com/1996-02-10/news/9602090635_1_million-firearms-multiple-guns-reloading,http://www.nytimes.com/1996/02/11/us/florida-killer-said-victims-were-racists-police-say.html; http://articles.sun-sentinel.com/1996-02-10/news/9602090635_1_million-firearms-multiple-guns-reloading,"Fired city park employee Clifton McCree, 41, opened fire on former coworkers he called ""racist devils"" inside their municipal trailer in an act of revenge after failing a drug test. He then committed suicide.",7,Spree,9mm Glock semiautomatic handgun; .32-caliber revolver,semiautomatic handgun & revolver,Yes,Unknown,1996
1, Revolvers,FALSE,Job,FALSE,Texas,28,Walter Rossler Company massacre,04-Mar-95,6,Male,0,27.828025,Workplace,Corpus Christi,-97.548198,He was likely angry because he was given an assignment at work he didn't like. But acquaintances didn't know why he'd come back and kill.,http://web.caller.com/2000/april/03/today/local_ne/4127.html,TRUE,No,unclear,http://web.caller.com/2000/april/03/today/local_ne/4127.html,http://web.caller.com/2000/april/03/today/local_ne/4127.html,"Disgruntled former metallurgist James Daniel Simpson, 28, opened fire throughout the Walter Rossler Company where he had worked before exiting the building and committing suicide.",6,Mass,9mm Ruger semiautomatic handgun; .32-caliber revolver,semiautomatic handgun & revolver,Yes,Unknown,1995
1,FALSE,Rifle,Job,FALSE,Washington,20,Air Force base shooting,20-Jun-94,5,Male,23,47.61864486,Military,Fairchild Air Force Base,-117.6483587,He was repeatedly diagnosed with emotional problems during his two years of service.,http://articles.latimes.com/1994-06-22/news/mn-7137_1_air-force,FALSE,Yes,White,http://articles.latimes.com/1994-06-22/news/mn-7137_1_air-force; http://www.nytimes.com/1994/06/22/us/an-airman-s-revenge-5-minutes-of-terror.html,http://articles.latimes.com/1994-06-22/news/mn-7137_1_air-force; http://www.nytimes.com/1994/06/22/us/an-airman-s-revenge-5-minutes-of-terror.html,"Former airman Dean Allen Mellberg, 20, opened fire inside a hospital at the Fairchild Air Force Base before he was shot dead by a military police officer outside.",28,Mass,MAK-90 semiautomatic rifle,Rifle,Yes,"Gun dealer in Spokane, Wash.",1994
